name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,151522,525,4.56s,5.72ms,17.32us,5.72ms,36.54us,5.61ms,6.05ms
curated/10-bounded-repeat/letters-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,151522,13820,4.56s,216.66us,830.00ns,217.04us,2.22us,213.57us,262.61us
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,248919,281,4.56s,10.67ms,59.90us,10.69ms,117.18us,10.54ms,11.16ms
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,248919,691,4.56s,4.31ms,31.22us,4.34ms,179.73us,4.18ms,6.06ms
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,248919,278,4.56s,10.82ms,52.10us,10.80ms,217.14us,9.66ms,12.83ms
curated/10-bounded-repeat/letters-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,248919,7496,4.56s,399.09us,1.27us,400.22us,4.88us,393.99us,455.23us
curated/10-bounded-repeat/context,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,7384531,17,4.76s,183.26ms,1.76ms,183.53ms,1.66ms,180.82ms,185.61ms
curated/10-bounded-repeat/context,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,7384531,41,4.66s,74.01ms,169.54us,74.07ms,299.54us,73.73ms,75.01ms
curated/10-bounded-repeat/context,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,7384531,11,4.91s,284.80ms,684.91us,286.04ms,3.60ms,283.54ms,295.39ms
curated/10-bounded-repeat/context,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,7384531,35,4.56s,85.60ms,281.86us,85.73ms,667.26us,84.47ms,87.60ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,7384531,29,4.61s,104.10ms,162.71us,104.16ms,307.69us,103.58ms,105.21ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,7384531,91,4.61s,33.13ms,111.24us,33.17ms,168.63us,32.87ms,33.65ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,7384531,19,4.61s,157.83ms,108.90us,158.10ms,703.94us,157.62ms,160.41ms
curated/10-bounded-repeat/capitals,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,7384531,322,4.56s,9.33ms,31.04us,9.33ms,43.20us,9.26ms,9.49ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,,114627,4.56s,20.54us,314.00ns,20.70us,907.00ns,19.15us,57.37us
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,,2094,4.51s,1.42ms,11.27us,1.42ms,32.27us,1.37ms,2.18ms
curated/10-bounded-repeat/compile-context,compile,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,,89353,4.56s,25.38us,417.00ns,25.59us,1.08us,23.58us,63.55us
